community_name,plate,site,age,building_density,building_type,house_count,building_count,green_rate,avr_price,develop_company,lat,lng,address,community_id,growth,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路88弄,南桥,南桥,Null,0,板楼,48,5,0,13062,暂无信息,30.9226,121.46,{新建西路88弄},5.01E+12,0.282314706,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路70弄,南桥,南桥,Null,0,板楼,72,6,0,Null,Null,30.9232,121.463,{新建西路70弄},5.01E+15,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路56弄,南桥,南桥,Null,0,板楼,7,4,0,21983,暂无信息,30.9225,121.46,{新建西路56弄},5.01E+12,0.282253739,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路558号,南桥,南桥,Null,0,Null,1,3,0,16487,暂无信息,30.9203,121.45,{新建西路558号},5.01E+12,0.282275195,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路49弄,南桥,南桥,Null,0,板楼,15,1,0,Null,Null,30.9223,121.46,"{新建西路49弄,"" 新建西路119号"","" 新建西路121号""}",5.01E+15,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路30号,南桥,南桥,39,0,Null,20,2,0,18557,暂无信息,30.9226,121.461,{新建西路30号},5.01E+12,0.28229732,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路172号,南桥,南桥,20,0,Null,54,5,0,Null,暂无信息,30.9224,121.458,{新建西路172号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路147号,南桥,南桥,Null,0,Null,10,2,0,18557,暂无信息,30.9221,121.457,{新建西路221-1号},5.10E+14,0.28229732,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路140弄,南桥,南桥,20,0,Null,215,19,0,15724,暂无信息,30.9226,121.459,{新建西路140弄},5.01E+12,0.28231165,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路129号,南桥,南桥,Null,0,板楼,49,5,0,Null,Null,30.9222,121.459,{新建西路129号},5.01E+15,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建西路101弄,南桥,南桥,Null,0,Null,4,3,0,18557,暂无信息,30.9221,121.459,{新建西路101弄},5.10E+14,0.28229732,,,,,,,,,,,,,,,,,,,,,,,,,
新建西街31号,亭林,亭林,15,0,Null,10,2,0,Null,暂无信息,30.8891,121.321,{新建西街31号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建西街21号,亭林,亭林,15,0,Null,10,2,0,Null,暂无信息,30.889,121.321,{新建西街21号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建西街18弄,亭林,亭林,15,0,Null,32,5,0,Null,暂无信息,30.8892,121.321,{新建西街18弄},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建路9号,颛桥,颛桥,Null,0,Null,8,2,0,Null,暂无信息,31.0489,121.416,{新建路9号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建路82弄（浦东）,川沙,川沙,21,0,Null,280,28,0,20734,上海江镇房地产开发商,31.1786,121.75,{新建路82弄（新建路89弄）},5.01E+12,0.282264623,,,,,,,,,,,,,,,,,,,,,,,,,
新建路7号,颛桥,颛桥,Null,0,Null,8,2,0,Null,暂无信息,31.0489,121.416,{新建路7号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建路60弄,川沙,川沙,21,0,板楼,60,7,0,19577,上海江镇房地产开发有限公司,31.2005,121.715,{新建路60弄},5.01E+12,0.282341036,,,,,,,,,,,,,,,,,,,,,,,,,
新建路59号,颛桥,颛桥,21,0,Null,1,2,0,Null,暂无信息,31.0563,121.411,{新建路59号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建路40弄,川沙,川沙,Null,0,Null,32,3,0,19577,上海江镇房地产开发有限公司,31.2005,121.721,{新建路40弄},5.01E+12,0.282341036,,,,,,,,,,,,,,,,,,,,,,,,,
新建路17弄,奉贤金汇,奉贤金汇,Null,0,Null,1,2,0,Null,暂无信息,30.9892,121.569,{新建路17弄},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建路11号,颛桥,颛桥,22,0,Null,14,2,0,Null,暂无信息,31.0489,121.416,{新建路11号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建东路2幢,南桥,南桥,Null,0,Null,0,1,0,Null,暂无信息,30.9263,121.479,{新建东路2幢},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新建东路1幢,南桥,南桥,Null,0,Null,0,1,0,Null,暂无信息,30.9263,121.479,{新建东路1幢},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新家坡园景苑,五里桥,五里桥,17,2,Null,1008,11,40,74120,DBLAND新加坡发展银行置地集团,31.2155,121.488,{徐家汇路1弄},5.01E+12,0.288539912,,,,,,,,,,,,,,,,,,,,,,,,,
新家坡美树馆,建国西路,建国西路,17,0.01,Null,993,8,40,72667,香港凯德置业房地产开发有限公司,31.2109,121.468,{陕西南路888弄},5.01E+12,0.374825921,,,,,,,,,,,,,,,,,,,,,,,,,
新纪元国际广场,五角场,五角场,7,3.4,板楼,213,2,40,37920,暂无信息,31.2928,121.528,{黄兴路1599号},5.01E+12,0.152603604,,,,,,,,,,,,,,,,,,,,,,,,,
新会苑,长寿路,长寿路,8,2.5,Null,225,6,35,78229,上海鼎业房地产发展有限公司,31.2438,121.444,{胶州路960弄},5.01E+12,0.282291653,,,,,,,,,,,,,,,,,,,,,,,,,
新会路313弄,长寿路,长寿路,23,0,Null,1,2,0,Null,暂无信息,31.2462,121.446,{新会路313弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新会路275弄,长寿路,长寿路,28,0,Null,2,2,0,34301,暂无信息,31.2466,121.447,{新会路275弄},5.01E+12,0.282298098,,,,,,,,,,,,,,,,,,,,,,,,,
新会路234弄,长寿路,长寿路,96,0,Null,4,4,0,Null,暂无信息,31.2471,121.447,{新会路234弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新汇园,漕河泾,漕河泾,21,2,Null,50,27,20,26050,暂无信息,31.1847,121.41,{钦州北路1122号},5.01E+12,0.05237232,,,,,,,,,,,,,,,,,,,,,,,,,
新汇绿苑,浦江,浦江,8,1.2,Null,1563,88,35,27099,上海南弘置业有限公司,31.0301,121.528,"{汇臻路980弄,汇臻路939弄}",5.01E+12,0.346563293,,,,,,,,,,,,,,,,,,,,,,,,,
新汇公寓,徐家汇,徐家汇,19,4.2,Null,285,3,40,69563,上海新轮房地产有限公司,31.2009,121.453,{宛平南路99弄},5.01E+12,0.360275597,,,,,,,,,,,,,,,,,,,,,,,,,
新黄小区,甘泉宜川,甘泉宜川,41,1.5,Null,1230,55,35,45914,西部集团,31.2704,121.435,"{黄陵路148弄,黄陵路200弄,新村路402号}",5.01E+12,0.274796291,,,,,,,,,,,,,,,,,,,,,,,,,
新黄浦南馨佳苑,航头,航头,5,0,Null,2046,39,0,Null,暂无信息,31.0874,121.601,{鹤驰路88弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新黄浦金融大厦,南京东路,南京东路,19,0,Null,17,3,0,Null,暂无信息,31.2451,121.494,{南京东路61号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新黄路62号,安亭,安亭,Null,0,Null,36,4,0,Null,上海大众绿奕有限公司,31.2722,121.221,{新黄路62号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新黄路58号,安亭,安亭,27,0,Null,4,4,0,Null,暂无信息,31.2721,121.221,{新黄路58号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新黄路50号,安亭,安亭,Null,0,Null,108,2,0,Null,上海大众绿奕有限公司,31.2726,121.221,{新黄路50号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新黄路11弄,安亭,安亭,14,1.3,Null,148,15,30,13327,上海大众绿奕有限公司,31.2733,121.223,{新黄路11弄},5.01E+12,0.282336702,,,,,,,,,,,,,,,,,,,,,,,,,
新环西路546弄,新场,新场,Null,0,板楼,34,4,0,Null,暂无信息,31.0271,121.647,{新环西路546弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新环路66弄,横沙岛,横沙岛,11,0,Null,94,9,0,9790,暂无信息,31.3455,121.848,{新环路66弄},5.01E+12,0.282303625,,,,,,,,,,,,,,,,,,,,,,,,,
新华中心邨,庄行,庄行,10,0,Null,1,2,0,Null,暂无信息,30.9059,121.396,{雅美路58弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华悦都,桃浦,南翔,Null,0,板楼,2,2,0,Null,Null,31.2887,121.337,{众仁路以西，武威路以北},5.01E+15,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华苑,娄葑,娄葑,Null,0,Null,521,19,0,18512,暂无信息,31.291,120.672,{葑南路靠近通园路},2.31E+12,0.319186357,,,,,,,,,,,,,,,,,,,,,,,,,
新华苑,新华路,新华路,20,1.5,Null,239,3,20,61359,粮油集团,31.2094,121.428,{新华路569弄78-88号},5.01E+12,0.380481296,,,,,,,,,,,,,,,,,,,,,,,,,
新华源公寓,光新,光新,18,2.5,Null,82,2,30,49107,上海盈嘉房地产发展有限公司,31.2572,121.433,{石泉路125号},5.01E+12,0.258960607,,,,,,,,,,,,,,,,,,,,,,,,,
新华御庭,新华路,新华路,11,4.3,Null,158,3,38,76026,上海长茂置业有限公司,31.2104,121.429,"{新华路519号,新华路539号}",5.01E+12,0.316774631,,,,,,,,,,,,,,,,,,,,,,,,,
新华阳光豪庭,新华路,新华路,12,2.8,Null,18,2,30,60207,上海胜嘉置业发展有限公司,31.2106,121.425,"{凯旋路1224号,凯旋路1188号}",5.01E+12,0.274480019,,,,,,,,,,,,,,,,,,,,,,,,,
新华小区,老闵行,老闵行,26,3.5,Null,2336,112,30,24603,闵行房地产总公司,31.0138,121.415,"{鹤庆路411弄,鹤庆路585弄,鹤庆路641弄}",5.01E+12,0.241475529,,,,,,,,,,,,,,,,,,,,,,,,,
新华文化科技园,大宁,大宁,Null,0,Null,9,3,0,20827,暂无信息,31.2726,121.451,{延长中路801号},5.01E+12,-0.007664341,,,,,,,,,,,,,,,,,,,,,,,,,
新华世纪园,新华路,新华路,13,2.6,Null,406,17,40,72515,上海申冠置业发展有限公司,31.2121,121.425,{新华路726号},5.01E+12,0.241050895,,,,,,,,,,,,,,,,,,,,,,,,,
新华商务大楼,新华路,新华路,18,14,Null,54,2,30,55905,万宝隆地产集团（新加坡）投资上海凤祥房地产发展有限公司开发,31.2129,121.43,{定西路685号},5.01E+12,0.033941882,,,,,,,,,,,,,,,,,,,,,,,,,
新华南园大厦,世博滨江,世博滨江,13,1.8,Null,716,4,35,63547,上海新华房地产发展公司,31.1995,121.477,{龙华东路888弄},5.01E+12,0.282263347,,,,,,,,,,,,,,,,,,,,,,,,,
新华名苑,新华路,新华路,14,2.5,板楼,64,6,40,68549,上海申启房地产开发有限公司,31.2097,121.43,{新华路465号},5.01E+12,0.217194659,,,,,,,,,,,,,,,,,,,,,,,,,
新华名门,新华路,新华路,105,1.5,Null,233,22,30,57151,长宁房产开发经营公司,31.2065,121.432,{新华路329弄49-71号},5.01E+12,0.45218972,,,,,,,,,,,,,,,,,,,,,,,,,
新华盟,新华路,新华路,Null,0,Null,2,3,0,Null,暂无信息,31.2136,121.431,{定西路718号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路一号,新华路,新华路,6,1.75,Null,60,9,36,105465,香港九龙仓集团,31.2074,121.437,{新华路1号},5.01E+12,0.257610711,,,,,,,,,,,,,,,,,,,,,,,,,
新华路84弄,新华路,新华路,Null,0,板楼,3,4,0,88615,暂无信息,31.2092,121.438,{新华路84弄},5.01E+12,0.282292448,,,,,,,,,,,,,,,,,,,,,,,,,
新华路685号,新华路,新华路,31,0,Null,2,3,0,54580,暂无信息,31.2112,121.426,{新华路685号},5.01E+12,0.282287667,,,,,,,,,,,,,,,,,,,,,,,,,
新华路682弄,新华路,新华路,Null,0,Null,1,2,0,58700,暂无信息,31.2114,121.426,{新华路682弄},5.01E+12,0.282261337,,,,,,,,,,,,,,,,,,,,,,,,,
新华路669弄,新华路,新华路,34,2.7,Null,188,11,22,68743,上海新长宁集团有限公司,31.2111,121.427,{新华路669弄},5.01E+12,0.282278594,,,,,,,,,,,,,,,,,,,,,,,,,
新华路662弄,新华路,新华路,Null,0,Null,1,2,0,54580,暂无信息,31.2115,121.427,{新华路662弄},5.01E+12,0.282287667,,,,,,,,,,,,,,,,,,,,,,,,,
新华路661号,新华路,新华路,34,3.2,Null,24,2,22,Null,上海新长宁集团有限公司,31.2111,121.427,{新华路661号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路655号,新华路,新华路,34,2.7,Null,24,2,22,40995,上海新长宁集团有限公司,31.2111,121.427,{新华路655号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路649号,新华路,新华路,34,0,Null,24,2,0,50485,上海新长宁集团有限公司,31.211,121.427,{新华路649号},5.01E+12,0.282285341,,,,,,,,,,,,,,,,,,,,,,,,,
新华路613号,新华路,新华路,56,0,Null,5,2,0,Null,暂无信息,31.211,121.427,{新华路613号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路609弄,新华路,新华路,19,0,Null,1,2,0,Null,暂无信息,31.2109,121.428,{新华路609弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路536弄,新华路,新华路,37,2.7,Null,49,4,22,53329,上海新长宁集团有限公司,31.2108,121.429,{新华路536弄},5.01E+12,0.28229956,,,,,,,,,,,,,,,,,,,,,,,,,
新华路468号,新华路,新华路,Null,0,Null,1,2,0,58700,暂无信息,31.2105,121.43,{新华路468号},5.01E+12,0.282261337,,,,,,,,,,,,,,,,,,,,,,,,,
新华路45弄,新华路,新华路,Null,0,Null,8,4,0,78993,暂无信息,31.2088,121.435,{新华路45弄},5.01E+12,0.282284237,,,,,,,,,,,,,,,,,,,,,,,,,
新华路455弄,新华路,新华路,Null,0,Null,4,3,0,Null,暂无信息,31.21,121.43,{新华路455弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路448弄,新华路,新华路,56,2.5,Null,19,6,20,Null,暂无信息,31.2106,121.43,{新华路448弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路445弄,新华路,新华路,52,1.1,Null,268,16,25,83051,市机关事务管理局,31.2101,121.43,{新华路445弄},5.01E+12,0.282272962,,,,,,,,,,,,,,,,,,,,,,,,,
新华路432号,新华路,新华路,Null,2.3,Null,2,2,25,Null,上海新长宁集团有限公司,31.2104,121.431,{新华路432号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路420弄,新华路,新华路,26,0,Null,2,2,0,Null,暂无信息,31.2103,121.431,{新华路420弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路380弄,新华路,新华路,24,0,Null,1,2,0,Null,暂无信息,31.2103,121.431,{新华路380弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路360号,新华路,新华路,86,0,Null,1,2,0,Null,暂无信息,31.2078,121.435,{新华路360号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路345号,新华路,新华路,14,0,Null,2,3,0,83872,暂无信息,31.2095,121.432,{新华路345号},5.01E+12,0.282276523,,,,,,,,,,,,,,,,,,,,,,,,,
新华路321号,新华路,新华路,86,0,Null,1,2,0,71016,暂无信息,31.2093,121.433,{新华路321号},5.01E+12,0.282266675,,,,,,,,,,,,,,,,,,,,,,,,,
新华路296号,新华路,新华路,Null,0,Null,0,6,0,71016,暂无信息,31.2096,121.433,{新华路296号},5.01E+12,0.282266675,,,,,,,,,,,,,,,,,,,,,,,,,
新华路294弄,新华路,新华路,Null,0,Null,9,7,0,Null,暂无信息,31.2097,121.433,{新华路294弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路272弄,新华路,新华路,14,0,Null,2,8,0,Null,暂无信息,31.2097,121.434,{新华路272弄2-16号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路270弄,新华路,新华路,29,0,Null,1,2,0,Null,暂无信息,31.2094,121.434,{新华路270弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华路261弄,新华路,新华路,34,2.8,Null,96,5,23,84123,新长宁集团,31.2089,121.434,{新华路261弄},5.01E+12,0.282277542,,,,,,,,,,,,,,,,,,,,,,,,,
新华路24号,新华路,新华路,Null,0,Null,6,2,0,78993,暂无信息,31.2078,121.438,{新华路24号},5.01E+12,0.282284237,,,,,,,,,,,,,,,,,,,,,,,,,
新华路236号,新华路,新华路,86,0,Null,2,2,0,78993,暂无信息,31.2091,121.434,{新华路236号},5.01E+12,0.282284237,,,,,,,,,,,,,,,,,,,,,,,,,
新华路231号,新华路,新华路,Null,0,Null,3,2,0,78993,暂无信息,31.2089,121.434,{新华路231号},5.01E+12,0.282284237,,,,,,,,,,,,,,,,,,,,,,,,,
新华路185弄,新华路,新华路,Null,0,Null,3,5,0,78348,暂无信息,31.2085,121.435,{新华路185弄},5.01E+12,0.282277085,,,,,,,,,,,,,,,,,,,,,,,,,
新华路155弄,新华路,新华路,68,1.5,Null,72,7,30,78348,新长宁集团,31.2084,121.436,{新华路155弄},5.01E+12,0.282277085,,,,,,,,,,,,,,,,,,,,,,,,,
新华路119弄,新华路,新华路,82,0,Null,3,4,0,71016,暂无信息,31.2082,121.436,{新华路119弄},5.01E+12,0.282266675,,,,,,,,,,,,,,,,,,,,,,,,,
新华联大厦,淮海中路,淮海中路,Null,4.2,Null,6,4,15,55092,华联房地产开发有限公司,31.2249,121.47,{淮海中路755号},5.01E+12,0.237364701,,,,,,,,,,,,,,,,,,,,,,,,,
新华嘉利公寓,新华路,新华路,16,2.7,Null,131,4,33,67475,上海胜基置业发展有限公司,31.2113,121.426,{新华路699弄},5.01E+12,0.434202175,,,,,,,,,,,,,,,,,,,,,,,,,
新华花苑,新华路,新华路,20,1.8,Null,83,9,35,68549,"上海亚达投资发展有限公司,上海申亚房地产有限公司",31.2119,121.428,{新华路590弄},5.01E+12,0.126149971,,,,,,,,,,,,,,,,,,,,,,,,,
新华花园,华漕,华漕,2,0,Null,6,7,0,11918,暂无信息,31.2167,121.3,{纪翟路355弄100支弄},5.01E+12,0.454999612,,,,,,,,,,,,,,,,,,,,,,,,,
新华红星国际广场（公寓）,金汇,闵行金汇,Null,0,Null,0,1,0,Null,暂无信息,31.1881,121.417,{吴中路},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华豪庭,新华路,新华路,13,4,Null,144,3,20,63608,中外合资上海乔宁房地产发展有限公司,31.2098,121.438,{法华镇路129号},5.01E+12,0.224918062,,,,,,,,,,,,,,,,,,,,,,,,,
新华公寓,新华路,新华路,17,2.5,Null,436,15,32,66977,上海长宁住宅建设发展有限公司,31.2068,121.429,"{安顺路77弄,淮海西路442弄81号}",5.01E+12,0.283911772,,,,,,,,,,,,,,,,,,,,,,,,,
新华都青云里,朱家角,朱家角,Null,0.7,Null,0,1,70,Null,暂无信息,31.1219,121.05,{绿舟路与珠溪路交叉口},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新华大厦,新华路,新华路,15,2.2,Null,151,3,15,48612,太平洋化工集团房地产开发经营公司,31.2099,121.429,{新华路543号},5.01E+12,0.271579206,,,,,,,,,,,,,,,,,,,,,,,,,
新华别墅,新华路,新华路,41,3.2,板楼,175,48,38,67649,上海绿新房地产开发有限公司,31.2094,121.433,"{新华路211弄1-22号,新华路329弄}",5.01E+12,0.22336709,,,,,,,,,,,,,,,,,,,,,,,,,
新花苑,北蔡,北蔡,21,1.2,Null,252,21,40,55847,上海花木开发有限公司,31.2009,121.56,{芳华路136弄},5.01E+12,0.402556395,,,,,,,,,,,,,,,,,,,,,,,,,
新沪小区,甘泉宜川,甘泉宜川,32,1.1,Null,3374,112,35,45142,西部物业,31.2749,121.444,"{新村路39弄,宜川路595弄1-16号}",5.01E+12,0.21739336,,,,,,,,,,,,,,,,,,,,,,,,,
新沪路233号,大华,大华,13,0,Null,1,2,0,10682,暂无信息,31.2745,121.425,{新沪路233号},5.01E+12,0.282298394,,,,,,,,,,,,,,,,,,,,,,,,,
新沪东公寓,金桥,金桥,10,2.1,Null,264,8,35,58092,上海中星（集团）有限公司,31.2702,121.59,{柳埠路196弄},5.01E+12,0.365177524,,,,,,,,,,,,,,,,,,,,,,,,,
新浒花园一区,浒关,浒关,Null,0,Null,2181,91,0,Null,暂无信息,31.3817,120.538,{浒泾路与永莲路交汇处东南},2.31E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新浒花园四区,浒关,浒关,Null,0,Null,963,25,0,13327,暂无信息,31.3898,120.525,{浒杨路与城际路交界处东南角},2.31E+12,0.275173734,,,,,,,,,,,,,,,,,,,,,,,,,
新浒花园三区,浒关,浒关,Null,0,Null,2390,82,0,Null,暂无信息,31.3852,120.531,{浒杨路与城际路交界处东南},2.31E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新浒花园二区,浒关,浒关,Null,0,Null,1440,51,0,Null,暂无信息,31.3809,120.534,{浒杨路与城际路交界处},2.31E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新湖云庭,斜土路,斜土路,11,4.9,Null,664,5,30,63755,上海源江置业发展有限公司,31.1984,121.467,"{小木桥路518弄,小木桥路538弄}",5.01E+12,0.290992478,,,,,,,,,,,,,,,,,,,,,,,,,
新湖青蓝国际,西藏北路,西藏北路,1,0,板楼,724,11,0,51050,暂无信息,31.2698,121.48,{青云路350弄},5.01E+12,0.194069661,,,,,,,,,,,,,,,,,,,,,,,,,
新湖明珠城三期,太湖新城（吴江）,太湖新城（吴江）,Null,1.47,板楼/平房,897,15,40,15984,暂无信息,31.186,120.641,{江陵西路1888号},2.40E+14,0.275121951,,,,,,,,,,,,,,,,,,,,,,,,,
新湖明珠城马赛苑,太湖新城（吴江）,太湖新城（吴江）,0,1.47,Null,8,3,40,15984,Null,31.1856,120.641,{江陵西路1888号},2.31E+15,0.275121951,,,,,,,,,,,,,,,,,,,,,,,,,
新湖明珠城二期,太湖新城（吴江）,太湖新城（吴江）,Null,1.47,板楼/平房,1981,31,40,15984,暂无信息,31.1849,120.634,{江陵西路1888号},2.40E+14,0.275121951,,,,,,,,,,,,,,,,,,,,,,,,,
新湖明珠城,武宁,武宁,12,2.8,Null,3713,55,35,71475,上海新湖房地产开发有限公司,31.2481,121.435,"{东新路88弄（一、二期）,东新路99弄（三期）}",5.01E+12,0.462764438,,,,,,,,,,,,,,,,,,,,,,,,,
新虹园,西郊,西郊,14,0,Null,174,16,0,58959,上海中友房产有限公司,31.2113,121.377,{淮阴路599弄},5.01E+12,0.282267387,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥中心大厦,虹桥,虹桥,18,1.5,Null,81,6,10,23994,上海安富房地产开发有限公司/上海虹桥联合发展有限公司,31.2102,121.408,"{娄山关路83号,娄山关路88号}",5.01E+12,0.161962926,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥亚洲花园,徐泾,徐泾,22,0.6,Null,117,96,30,43047,上海环亚房地产开发有限公司,31.1779,121.303,{沪青平公路1655号},5.01E+12,0.337455548,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥雅苑,徐泾,徐泾,7,1.8,板楼,774,29,45,46363,上海兴鑫房地产开发有限公司,31.1819,121.318,{谢卫路258弄},5.01E+12,0.476575928,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥首府（公寓）,九亭,九亭,5,0.8,板楼,1248,21,35,35811,暂无信息,31.1568,121.311,{九杜路909弄},5.01E+12,0.393843262,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥首府（别墅）,九亭,九亭,Null,0,Null,80,80,0,34380,上海佳铭房地产发展有限公司,31.1568,121.311,{涞坊路1080弄},5.01E+12,0.344321005,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥明珠花园,徐泾,徐泾,17,2.5,Null,368,16,46,31616,上海虹都房地产有限公司,31.1778,121.276,{盈港东路1888弄},5.01E+12,0.375537712,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥捷运大厦,天山,天山,19,0,Null,169,2,0,16118,暂无信息,31.2192,121.404,{天山路600弄2号},5.01E+12,0.376363167,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥大厦,虹桥,虹桥,20,0.8,Null,10,4,15,23994,上海虹桥经济技术开发区联合发展有限公司,31.209,121.409,"{娄山关路35号,娄山关路55号}",5.01E+12,0.221722157,,,,,,,,,,,,,,,,,,,,,,,,,
新虹桥别墅,西郊,西郊,26,0,Null,10,11,0,85298,暂无信息,31.2038,121.393,{虹桥路1888弄},5.01E+12,0.282270384,,,,,,,,,,,,,,,,,,,,,,,,,
新虹口市政商务楼,临平路,临平路,Null,0,Null,6,4,0,Null,暂无信息,31.2656,121.506,{临平路8号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新宏大楼,曲阳,曲阳,9,0,Null,25,2,0,46193,暂无信息,31.2762,121.503,{四平路623号},5.01E+12,0.441401425,,,,,,,,,,,,,,,,,,,,,,,,,
新宏安家园,曹家渡,曹家渡,14,4.4,Null,279,5,30,68176,上海新宏安房地产开发公司,31.2377,121.44,"{武宁南路310号,武宁南路312号,武宁南路320号,武宁南路322号}",5.01E+12,0.42079848,,,,,,,,,,,,,,,,,,,,,,,,,
新宏安大厦,曹家渡,曹家渡,18,4.4,Null,113,3,30,68184,上海新宏安房地产开发公司,31.2395,121.439,{武宁南路480弄},5.01E+12,0.254493265,,,,,,,,,,,,,,,,,,,,,,,,,
新红厦公寓,西藏北路,西藏北路,10,3,Null,141,3,35,46107,上海铁路房地产开发经营有限公司,31.2554,121.478,{民德路36弄},5.01E+12,0.31169279,,,,,,,,,,,,,,,,,,,,,,,,,
新弘墅园,莘闵别墅,莘闵别墅,2,0.53,Null,495,418,36,Null,暂无信息,31.0795,121.335,{月台路555弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新弘国际公寓,大宁,大宁,8,2.8,Null,591,8,40,67503,上海恒太置业有限公司,31.2754,121.459,{老沪太路199弄},5.01E+12,0.321365433,,,,,,,,,,,,,,,,,,,,,,,,,
新弘国际城（公寓）,莘闵别墅,莘闵别墅,5,1.18,Null,1603,30,40,27164,上海弘明置业发展有限公司,31.0799,121.333,{明中路1777弄},5.01E+12,0.282299621,,,,,,,,,,,,,,,,,,,,,,,,,
新衡公寓,中山公园,中山公园,18,1,Null,239,4,30,42968,上海紫叶房地产开发有限公司,31.2175,121.429,{昭化路508弄},5.01E+12,0.359265818,,,,,,,,,,,,,,,,,,,,,,,,,
新河镇东大街16号,崇明新城,崇明新城,Null,0,Null,1,2,0,Null,暂无信息,31.5875,121.531,{新河镇东大街16号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
新海一村,崇明其它,崇明其它,31,0,Null,4,5,0,6085,暂无信息,31.8249,121.303,{振兴路28弄},5.01E+12,0.070825477,,,,,,,,,,,,,,,,,,,,,,,,,
新海小区（长宁）,镇宁路,镇宁路,40,2.8,Null,553,25,18,79318,新长宁集团,31.2215,121.442,{延安西路649弄},5.01E+12,0.282267308,,,,,,,,,,,,,,,,,,,,,,,,,
新海小区（青浦）,夏阳,夏阳,25,0,板楼,19,6,0,17916,暂无信息,31.158,121.121,"{新海路102号,"" 青赵公路67弄""}",5.01E+12,0.28228418,,,,,,,,,,,,,,,,,,,,,,,,,
