community_name,plate,site,age,building_density,building_type,house_count,building_count,green_rate,avr_price,develop_company,lat,lng,address,community_id,growth,,,,,,,,,,,,,,,,,,,,,,,,,
英国伦敦美福花园,英国,英国,Null,0,Null,0,1,0,Null,暂无信息,32.1017,121.591,{london、NW9、5GW},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
英国伦敦码头,英国,英国,Null,0,Null,0,1,0,Null,暂无信息,32.1012,121.592,{彭宁顿街伦敦E1W2AD},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
英国伦敦富勒姆河岸华府,英国,英国,Null,0,Null,0,1,0,Null,暂无信息,32.0988,121.597,{英国伦敦富勒姆区},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
英国伦敦北欧传奇,英国,英国,Null,0,Null,1,2,0,Null,英国邦瑞商业有限公司北京代表处,32.1017,121.593,{35EvelynStreetLondon},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
英国会,九亭,九亭,13,0.69,Null,265,266,55,23703,上海莘闵龙珠房地产开发有限公司,31.1349,121.313,{九亭大街1382弄},5.01E+12,0.282264444,,,,,,,,,,,,,,,,,,,,,,,,,
英国伯明翰珠宝峰景,英国,英国,Null,0,板楼,36,1,0,Null,Null,32.0979,121.596,{英国伯明翰莱哥连路29号},5.01E+15,Null,,,,,,,,,,,,,,,,,,,,,,,,,
英达苑,鞍山,鞍山,12,1.8,Null,245,7,30,65542,上海亨达房地产有限公司,31.2743,121.514,{辽源西路338弄},5.01E+12,0.347750033,,,,,,,,,,,,,,,,,,,,,,,,,
英达大厦,大宁,大宁,19,2,Null,133,2,5,43785,上海大西洋投资公司,31.2667,121.464,{中山北路831弄4号},5.01E+12,0.383801748,,,,,,,,,,,,,,,,,,,,,,,,,
印象生活广场,周浦,周浦,2,2.2,板楼,1013,71,24,43772,暂无信息,31.1203,121.599,{年家浜东路159弄},5.01E+12,0.282288285,,,,,,,,,,,,,,,,,,,,,,,,,
印象欧洲（公寓）,华泾,华泾,5,1.22,板楼,1137,39,36,52292,上海盈旺房地产开发有限公司,31.1238,121.466,{望月路909弄},5.01E+12,0.433731682,,,,,,,,,,,,,,,,,,,,,,,,,
印象欧洲,昆山,昆山,2,1.8,板楼/平房,2234,21,25,11004,暂无信息,31.3353,120.868,{湖东胜浦},2.40E+14,0.302862338,,,,,,,,,,,,,,,,,,,,,,,,,
印象春城,周浦,周浦,7,1.5,Null,2808,44,40,42231,上海瀛浦置业有限公司,31.1226,121.596,{年家浜东路129弄},5.01E+12,0.332141121,,,,,,,,,,,,,,,,,,,,,,,,,
引翔港小区,周家嘴路,周家嘴路,29,1.8,Null,1305,32,35,48111,隆洋物业开发,31.2788,121.546,"{长阳路1969弄,长阳路2021弄}",5.01E+12,0.348549509,,,,,,,,,,,,,,,,,,,,,,,,,
尹山吉熙苑,郭巷,郭巷,Null,0,Null,460,8,0,Null,暂无信息,31.2425,120.679,{尹丰路801},2.31E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
尹东新村,南双湖,南双湖,Null,0,Null,779,34,0,10957,暂无信息,31.2456,120.717,{新湖路与依湖路交汇处},2.31E+12,0.225412987,,,,,,,,,,,,,,,,,,,,,,,,,
尹东五村,南双湖,南双湖,Null,0,Null,1,2,0,Null,暂无信息,31.2406,120.717,{向湖路靠近新湖路},2.40E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
尹东三村,南双湖,南双湖,Null,0,Null,511,8,0,Null,暂无信息,31.2389,120.718,{新湖路靠近向湖路},2.31E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银座企业中心,长寿路,长寿路,8,0,Null,7,2,0,33757,暂无信息,31.249,121.448,{陕西北路1380号},5.01E+12,0.148289189,,,,,,,,,,,,,,,,,,,,,,,,,
银座花苑,长寿路,长寿路,22,0,Null,42,4,0,51431,上海三湘房地产开发有限公司,31.2484,121.44,{常德路1349-1369号},5.01E+12,0.285558658,,,,,,,,,,,,,,,,,,,,,,,,,
银州国际公馆,上海周边,上海周边,Null,0,板楼,2,2,0,Null,Null,31.2511,120.889,{启东市滨海新城南海路601号},5.01E+15,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银兆公寓,春申,春申,9,0,Null,546,43,0,34442,上海景洪房地产开发商,31.1126,121.446,{银都路666弄},5.01E+12,0.216515412,,,,,,,,,,,,,,,,,,,,,,,,,
银亿徐汇酩悦,斜土路,斜土路,3,5,Null,119,3,21,46851,上海银亿同进置业有限公司,31.2041,121.466,"{斜土路1515号,斜土路1519号}",5.01E+12,0.422661107,,,,,,,,,,,,,,,,,,,,,,,,,
银亿领墅,新江湾城,新江湾城,Null,1,Null,233,145,35,74134,宁波银亿房产有限公司,31.3212,121.505,{民府路1199弄},5.01E+12,0.373181106,,,,,,,,,,,,,,,,,,,,,,,,,
银亿滨江中心,南码头,南码头,1,0,板楼,128,4,0,29100,暂无信息,31.2027,121.519,{浦三路21弄},5.01E+12,0.282282574,,,,,,,,,,,,,,,,,,,,,,,,,
银叶苑,中原,中原,15,1.8,Null,112,11,31,51756,上海银叶房地产开发经营公司,31.315,121.529,{长海路442弄},5.01E+12,0.369607468,,,,,,,,,,,,,,,,,,,,,,,,,
银杨大厦,鞍山,鞍山,21,2.3,Null,240,2,10,54697,银杨大厦,31.2802,121.521,{控江路1700号},5.01E+12,0.447464013,,,,,,,,,,,,,,,,,,,,,,,,,
银杏苑（三林）,三林,三林,17,2.5,Null,224,21,30,38833,上海市浦东新区房地产（集团）有限公司,31.144,121.53,{南林路658弄},5.01E+12,0.282256056,,,,,,,,,,,,,,,,,,,,,,,,,
银杏苑（金桥）,高行,高行,10,1.65,Null,1253,76,35,44310,上海高行华飞房地产公司,31.2969,121.616,"{金高路436弄,行泰路150弄}",5.01E+12,0.282275921,,,,,,,,,,,,,,,,,,,,,,,,,
银杏苑（崇明）,崇明其它,崇明其它,Null,0,Null,0,1,0,Null,暂无信息,31.7747,121.419,{长征农场银杏苑},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银杏新村,华漕,华漕,22,2.9,Null,1540,131,35,24294,海市莘庄工业区申莘房地产有限公司,31.24,121.282,{纪翟路1625弄},5.01E+12,0.314302461,,,,,,,,,,,,,,,,,,,,,,,,,
银杏小区,嘉定新城,嘉定老城,26,0,Null,605,34,0,18965,暂无信息,31.3809,121.248,{塔城路530弄},5.01E+12,0.349547998,,,,,,,,,,,,,,,,,,,,,,,,,
银杏家园,五里桥,五里桥,16,3.6,Null,472,17,35,75041,上海银杏房地产有限公司,31.2107,121.482,"{鲁班路277弄（一期）,鲁班路299弄（二期）}",5.01E+12,0.287223775,,,,,,,,,,,,,,,,,,,,,,,,,
银星小区,莘庄,莘庄,17,1.8,Null,341,31,30,37964,重庆银星公司,31.1406,121.379,{水清路1550弄},5.01E+12,0.33301232,,,,,,,,,,,,,,,,,,,,,,,,,
银星名庭,万体馆,万体馆,11,2,Null,206,2,30,55999,上海盛开房地产开发有限公司,31.1757,121.444,{龙漕路51弄2号},5.01E+12,0.43207567,,,,,,,,,,,,,,,,,,,,,,,,,
银星大厦,莘庄,莘庄,16,1.6,Null,131,2,20,44317,银河房地产开发有限公司,31.1128,121.386,{莘浜路10弄},5.01E+12,0.460841798,,,,,,,,,,,,,,,,,,,,,,,,,
银鑫公寓,仙霞,仙霞,21,1.8,Null,107,3,30,50767,长宁建筑,31.2114,121.395,{仙霞路666弄1-2号},5.01E+12,0.329902953,,,,,,,,,,,,,,,,,,,,,,,,,
银鑫大楼,中山公园,中山公园,27,2.1,Null,449,3,20,55712,上海新长宁（集团）有限公司,31.2323,121.432,{江苏北路90-100号},5.01E+12,0.316601328,,,,,,,,,,,,,,,,,,,,,,,,,
银欣花苑（虹口）,临平路,临平路,19,4,Null,516,9,35,50158,上海银欣房地产有限公司,31.2688,121.498,{临平北路60弄},5.01E+12,0.282255695,,,,,,,,,,,,,,,,,,,,,,,,,
银欣花苑（奉贤）,奉城,奉城,19,0,Null,223,20,35,5606,天洪发展有限公司,30.9358,121.698,{洪庙路163弄},5.01E+12,0.282192588,,,,,,,,,,,,,,,,,,,,,,,,,
银霄大厦,莘庄,莘庄,20,0.7,Null,284,3,30,36064,上海商业建设开发公司,31.1172,121.389,"{沪闵路6259号,沪闵路6269号}",5.01E+12,0.346373801,,,,,,,,,,,,,,,,,,,,,,,,,
银翔新村,南翔,南翔,19,1.6,Null,704,52,40,29508,绿洲物业,31.2939,121.324,{古猗园路125弄},5.01E+12,0.27171607,,,,,,,,,,,,,,,,,,,,,,,,,
银涛高尔夫别墅,徐泾,徐泾,13,0.3,Null,111,112,71,41859,上海银涛高尔夫房产有限公司,31.1686,121.266,{沪青平公路2222弄},5.01E+12,0.259339795,,,,,,,,,,,,,,,,,,,,,,,,,
银泰苑,春申,春申,7,2.6,Null,1628,79,45,35642,上海泰飞房地产有限公司,31.0914,121.43,{双柏路1688弄},5.01E+12,0.435542774,,,,,,,,,,,,,,,,,,,,,,,,,
银泰花园（昆山）,昆山,昆山,13,0,板楼,12,4,0,Null,暂无信息,31.2733,121.015,{少卿中路20弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银泰花园（公寓）,碧云,碧云,16,1.37,Null,244,14,40,62275,上海银泰置业股份有限公司,31.2454,121.584,{蓝天路368弄},5.01E+12,0.2822821,,,,,,,,,,,,,,,,,,,,,,,,,
银泰花园（别墅）,碧云,碧云,16,1.37,Null,90,91,40,62275,上海银泰置业股份有限公司,31.2457,121.584,{蓝天路368弄},5.01E+12,0.2822821,,,,,,,,,,,,,,,,,,,,,,,,,
银泰花园,金门,金门,Null,1.5,Null,218,8,45,17374,暂无信息,31.3091,120.59,{干将西路1168号},2.31E+12,0.469849754,,,,,,,,,,,,,,,,,,,,,,,,,
银泰大厦,江湾镇,江湾镇,Null,0,Null,18,2,0,Null,暂无信息,31.3137,121.486,{场中路263号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银石科技大厦,七宝,七宝,5,0,Null,8,5,0,19431,暂无信息,31.1366,121.367,{顾戴路2568号},5.01E+12,0.282267265,,,,,,,,,,,,,,,,,,,,,,,,,
银山小区,金杨,金杨,19,2.3,Null,722,62,33,48125,上海建工集团,31.2496,121.587,{银山路200弄},5.01E+12,0.232234303,,,,,,,,,,,,,,,,,,,,,,,,,
银山路187弄,金杨,金杨,19,2.5,Null,24,3,5,55597,锦和集团,31.2485,121.584,{银山路187弄},5.01E+12,0.28225892,,,,,,,,,,,,,,,,,,,,,,,,,
银山路185弄,金杨,金杨,22,2.5,Null,60,6,5,26360,陆家嘴物业公司,31.2485,121.584,{银山路185弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银厦花园,莘庄,莘庄,19,3,Null,256,3,25,45137,银河开发,31.1182,121.381,{莘沥路128弄},5.01E+12,0.394680836,,,,,,,,,,,,,,,,,,,,,,,,,
银桥新村,胥江,胥江,Null,1.23,板楼,547,29,30,17040,暂无信息,31.3014,120.603,{劳动路（桐泾南路与劳动路交汇处）},2.31E+12,0.23564735,,,,,,,,,,,,,,,,,,,,,,,,,
银桥花苑,金桥,金桥,18,1.3,Null,538,49,40,52519,上海开泰,31.2662,121.594,{长岛路800弄},5.01E+12,0.378299818,,,,,,,,,,,,,,,,,,,,,,,,,
银桥花园,颛桥,颛桥,21,1.5,Null,1251,100,43,28418,上海北桥房地产集团有限公司,31.0616,121.416,{沪闵路3131弄},5.01E+12,0.24788313,,,,,,,,,,,,,,,,,,,,,,,,,
银桥大厦,金桥,金桥,23,2,Null,368,2,1,18775,银泰置业股份有限公司,31.2576,121.606,{金新路58号},5.01E+12,0.278313726,,,,,,,,,,,,,,,,,,,,,,,,,
银浦大楼,东外滩,东外滩,24,0,Null,163,2,0,44823,上海齐杨房地产开发有限公司,31.2645,121.534,{江浦路466号},5.01E+12,0.491380173,,,,,,,,,,,,,,,,,,,,,,,,,
银南翔佳苑,南翔,南翔,11,2.1,Null,433,41,34,30076,天津银南翔佳苑投资有限物业管理公司,31.2929,121.312,{翔黄公路100弄},5.01E+12,0.454814664,,,,,,,,,,,,,,,,,,,,,,,,,
银南大厦,蓬莱公园,蓬莱公园,26,2.5,板楼,452,4,20,68064,银南置业开发有限公司,31.2171,121.492,{西藏南路1090弄},5.01E+12,0.40055548,,,,,,,,,,,,,,,,,,,,,,,,,
银锚大厦,世博滨江,世博滨江,Null,0,Null,12,2,0,Null,暂无信息,31.2034,121.5,{江边路181号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银马苑,三林,三林,13,1.1,Null,140,6,45,58350,银马房地产,31.1673,121.504,{上南路3058弄},5.01E+12,0.281586698,,,,,,,,,,,,,,,,,,,,,,,,,
银鹿大厦,东外滩,东外滩,17,4.3,Null,138,2,30,27926,上海申鹿房地产开发经营有限公司,31.267,121.54,{平凉路1128弄},5.01E+12,0.367097688,,,,,,,,,,,,,,,,,,,,,,,,,
银龙新村,东外滩,东外滩,27,0,Null,628,22,35,49133,银龙房地产开发有限公司,31.2628,121.537,{龙江路300弄},5.01E+12,0.278911418,,,,,,,,,,,,,,,,,,,,,,,,,
银龙小区,川沙,川沙,21,1.4,Null,336,29,30,29922,上海长安房产经营开发公司,31.2018,121.676,{华夏东路1036弄},5.01E+12,0.31284169,,,,,,,,,,,,,,,,,,,,,,,,,
银良公寓,花木,花木,19,1.3,Null,143,2,40,55587,上海银厦房地产公司,31.2105,121.556,{玉兰路60弄},5.01E+12,0.439967837,,,,,,,,,,,,,,,,,,,,,,,,,
银联花园,曲阳,曲阳,24,1.65,Null,720,22,20,61895,泉州金荣房地产开发有限公司,31.2906,121.495,{东体育会路880弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银莲小区,颛桥,颛桥,Null,1.2,Null,5,4,35,36087,银莲房地产开发有限公司,31.1024,121.422,{莲花南路1535弄},5.01E+12,0.471493855,,,,,,,,,,,,,,,,,,,,,,,,,
银丽公寓,田林,田林,22,0,Null,22,7,32,38444,上海集伟投资发展有限公司,31.1853,121.427,{柳州路601弄},5.01E+12,0.034324667,,,,,,,,,,,,,,,,,,,,,,,,,
银丽高尔夫别墅,元和,元和,Null,0.25,板楼/平房,80,79,65,27895,暂无信息,31.3736,120.67,{阳澄湖东路168号},2.40E+14,0.155950181,,,,,,,,,,,,,,,,,,,,,,,,,
银凯南华公寓,南翔,南翔,11,2.5,Null,127,12,34,24736,银凯物业,31.2935,121.315,{南华路50弄},5.01E+12,0.369700688,,,,,,,,,,,,,,,,,,,,,,,,,
银凯公寓,南翔,南翔,18,2.13,Null,165,18,34,22613,上海银凯商业房产经营有限公司,31.2988,121.316,{德园路321弄},5.01E+12,0.194263459,,,,,,,,,,,,,,,,,,,,,,,,,
银华苑（浦东）,川沙,川沙,22,1.9,Null,277,19,32,31554,浦东房地产开发公司,31.203,121.686,{青艺路181弄29-47号},5.01E+12,0.282256919,,,,,,,,,,,,,,,,,,,,,,,,,
银华苑（静安）,江宁路,江宁路,17,1.2,Null,328,3,21,78536,上海建银房地产有限公司,31.2369,121.449,{胶州路358弄},5.01E+12,0.282267727,,,,,,,,,,,,,,,,,,,,,,,,,
银虹花苑,春申,春申,18,1,Null,10,9,30,17873,暂无信息,31.1117,121.444,{银都路688弄},5.01E+12,0.508974073,,,,,,,,,,,,,,,,,,,,,,,,,
银河苑,周家嘴路,周家嘴路,19,2.12,Null,402,34,38,57413,上海益众房地产开发经营有限公司,31.2736,121.542,{宁国路438弄},5.01E+12,0.391204591,,,,,,,,,,,,,,,,,,,,,,,,,
银河新都,春申,春申,10,1.8,Null,2514,72,40,41525,昆山市裕大房地产有限公司,31.1,121.42,"{绿莲路99弄,绿莲路100弄,老沪闵路2259弄}",5.01E+12,0.297921717,,,,,,,,,,,,,,,,,,,,,,,,,
银河小区,南码头,南码头,38,0,Null,426,16,0,52479,银河开发商,31.2026,121.515,"{南码头路230弄,"" 南码头路260弄"","" 南码头路226弄""}",5.01E+12,0.296836928,,,,,,,,,,,,,,,,,,,,,,,,,
银河湾花园,上海周边,上海周边,6,0,Null,9,8,0,5852,暂无信息,31.5221,121.265,{太仓浏河听海陆与紫薇路交汇处},5.01E+12,-0.009143293,,,,,,,,,,,,,,,,,,,,,,,,,
银河丽湾,南桥,南桥,3,3.8,Null,507,9,40,28661,银基发展（上海）投资控股有限公司,30.9217,121.5,{百通路88弄},5.01E+12,0.162403914,,,,,,,,,,,,,,,,,,,,,,,,,
银河经典苑,周家嘴路,周家嘴路,17,2,Null,304,16,35,53867,上海益众房产开发有限公司,31.2742,121.544,{临青路555弄},5.01E+12,0.282263008,,,,,,,,,,,,,,,,,,,,,,,,,
银河公寓,南京东路,南京东路,26,0,Null,123,2,0,27370,暂无信息,31.2461,121.489,{山东北路83号},5.01E+12,0.247642965,,,,,,,,,,,,,,,,,,,,,,,,,
银和家园,通河,通河,25,0,Null,11,11,0,29227,暂无信息,31.3342,121.452,{共江路1169号},5.01E+12,0.263380511,,,,,,,,,,,,,,,,,,,,,,,,,
银海苑,斜土路,斜土路,18,3,Null,188,3,35,64450,徐汇房地,31.2032,121.469,{大木桥路340弄1-2号},5.01E+12,0.27555117,,,,,,,,,,,,,,,,,,,,,,,,,
银海大厦,田林,田林,24,0,Null,256,5,0,63326,暂无信息,31.1771,121.441,{漕溪路250号},5.01E+12,0.282268817,,,,,,,,,,,,,,,,,,,,,,,,,
银海大楼,田林,田林,22,0,Null,98,4,0,12923,暂无信息,31.1766,121.44,{漕溪路525号},5.01E+12,0.462753601,,,,,,,,,,,,,,,,,,,,,,,,,
银光苑,川沙,川沙,10,1.4,Null,256,22,40,39928,上海明光房地产发展有限公司,31.1991,121.694,{川银路150弄},5.01E+12,0.35525088,,,,,,,,,,,,,,,,,,,,,,,,,
银宫商厦,武宁,武宁,14,2.7,Null,16,2,30,54181,暂无信息,31.2459,121.428,{武宁路231号},5.01E+12,0.471445774,,,,,,,,,,,,,,,,,,,,,,,,,
银凤小区,川沙,川沙,22,2.5,Null,444,38,30,31847,暂无信息,31.1964,121.693,"{城丰路245弄,城丰路143弄}",5.01E+12,0.327038735,,,,,,,,,,,,,,,,,,,,,,,,,
银丰苑,曹路,曹路,9,1.5,Null,1942,165,30,32939,上海曹路房地产开发经营公司,31.2724,121.696,{银峰路549弄},5.01E+12,0.395426065,,,,,,,,,,,,,,,,,,,,,,,,,
银发大厦,南京西路,南京西路,16,0,Null,22,2,10,19218,暂无信息,31.2367,121.46,{北京西路1068号},5.01E+12,0.135985351,,,,,,,,,,,,,,,,,5.01E+12,0.119708234,,,,,,,
银都一村（闸北）,彭浦,彭浦,21,2.3,Null,1061,45,38,38422,彭浦房地产开发有限公司,31.3237,121.447,{银都一村},5.01E+12,0.282303112,,,,,,,,,,,,,,,,,,,,,,,,,
银都新村（8至10区）,颛桥,颛桥,22,2.1,Null,1920,143,30,33947,颛桥房地产,31.0997,121.402,{银都路3118弄8-10区},5.01E+12,0.282283305,,,,,,,,,,,,,,,,,,,,,,,,,
银都新村（1至7区）,颛桥,颛桥,22,1.98,Null,4622,337,46,35205,上海颛桥房地产有限公司,31.101,121.403,{银都路3118弄1-7区},5.01E+12,0.28229383,,,,,,,,,,,,,,,,,,,,,,,,,
银都商业广场,平江新城,平江新城,Null,0,板楼,420,5,0,Null,暂无信息,31.347,120.607,{城北东路1088号},2.40E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银都名庭,曹杨,曹杨,14,2,Null,80,6,40,47284,上海盛兴工贸实业有限公司,31.2387,121.417,"{中山北路3329号,杏山路8弄}",5.01E+12,0.225601446,,,,,,,,,,,,,,,,,,,,,,,,,
银都名墅,颛桥,颛桥,12,0.56,Null,572,547,45,57674,上海至大房地产开发有限公司,31.1085,121.445,{银都路759弄},5.01E+12,0.282277604,,,,,,,,,,,,,,,,,,,,,,,,,
银都路668弄,春申,春申,Null,0,Null,3,2,0,Null,暂无信息,31.1115,121.446,{银都路668弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银都路518弄,春申,春申,Null,0,Null,2,3,0,Null,暂无信息,31.1148,121.449,{银都路518弄},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银都路3585号,颛桥,颛桥,Null,0,Null,3,4,0,Null,暂无信息,31.0961,121.398,{银都路3585号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银都路3161号,颛桥,颛桥,Null,0,Null,1,2,0,Null,暂无信息,31.0989,121.405,{银都路3161号},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银都路2998号,春申,春申,Null,0,Null,1,2,0,Null,暂无信息,31.1029,121.414,{银都路2998},5.01E+12,Null,,,,,,,,,,,,,,,,,,,,,,,,,
银都佳园,甘泉宜川,甘泉宜川,17,1.2,Null,190,4,40,47831,中环投资开发(集团)有限公司,31.2659,121.439,{延长西路555弄},5.01E+12,0.42272605,,,,,,,,,,,,,,,,,,,,,,,,,
银都公寓,中山公园,中山公园,17,0.8,Null,36,3,28,44574,上海东银产业投资发展有限公司,31.2171,121.431,{延安西路1355弄1-2号},5.01E+12,0.235731319,,,,,,,,,,,,,,,,,,,,,,,,,
银都二村（闸北）,彭浦,彭浦,21,2.3,Null,630,24,38,41755,彭浦房地产开发有限公司,31.3242,121.447,{三泉路895弄},5.01E+12,0.282258452,,,,,,,,,,,,,,,,,,,,,,,,,
银都大楼,彭浦,彭浦,22,0.8,Null,52,5,15,42870,北方集团,31.3127,121.456,{共和新路3795弄},5.01E+12,0.439971822,,,,,,,,,,,,,,,,,,,,,,,,,
银东大厦,碧云,碧云,18,0,Null,221,2,0,43135,暂无信息,31.2531,121.6,{新金桥路58号},5.01E+12,0.188598983,,,,,,,,,,,,,,,,,,,,,,,,,
银春小区,老闵行,老闵行,12,1.2,Null,1244,104,20,27645,绿地集团,31.0377,121.429,{灯辉路501弄},5.01E+12,0.332802632,,,,,,,,,,,,,,,,,,,,,,,,,
银城大厦,武宁,武宁,19,6.2,Null,120,2,10,54138,新驰房地产有限公司,31.2355,121.417,{中山北路3620弄2号},5.01E+12,0.300293939,,,,,,,,,,,,,,,,,,,,,,,,,
殷馨花苑,高境,高境,9,0,Null,238,9,0,45717,部队产权转个人产权,31.326,121.497,{殷高路16弄},5.01E+12,0.316474034,,,,,,,,,,,,,,,,,,,,,,,,,
殷行一二村小区,中原,中原,31,0,Null,90,4,0,36861,暂无信息,31.3311,121.549,{开鲁路30弄},5.01E+12,0.282276614,,,,,,,,,,,,,,,,,,,,,,,,,
殷行一村,中原,中原,35,1.85,Null,1693,96,35,37533,暂无信息,31.3317,121.55,{殷行一村66号},5.01E+12,0.335043962,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路990弄,新江湾城,新江湾城,20,0,Null,2,4,0,42046,暂无信息,31.3353,121.529,{殷行路990弄},5.01E+12,0.282259897,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路718弄,中原,中原,8,2,Null,106,7,30,37488,上海欣晨物业有限公司,31.3349,121.536,{殷行路718弄},5.01E+12,0.282267679,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路590弄,中原,中原,27,2.1,Null,288,28,34,42046,上海新钢置业有限公司,31.3351,121.539,{殷行路590弄},5.01E+12,0.282259897,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路571弄,中原,中原,30,2.3,Null,1071,38,16,40548,暂无信息,31.3339,121.54,{殷行路571弄},5.01E+12,0.282298334,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路487号,中原,中原,22,1.7,Null,6,2,35,39646,上海海富置业有限公司,31.3343,121.543,{殷行路487号},5.01E+12,0.363069481,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路483号,中原,中原,22,1.7,Null,8,2,35,39646,上海海富置业有限公司,31.3343,121.543,{殷行路483号},5.01E+12,0.282292894,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路480弄,中原,中原,Null,0,Null,1,2,0,38347,暂无信息,31.335,121.542,{殷行路480弄},5.01E+12,0.282293899,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路451弄,中原,中原,30,3.5,Null,726,60,32,35172,二开发有限公司,31.3343,121.543,{殷行路451弄},5.01E+12,0.282272476,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路430弄,中原,中原,21,3.2,Null,759,43,34,39441,上海黎平置业有限公司,31.3346,121.544,{殷行路430弄},5.01E+12,0.282288783,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路417弄,中原,中原,Null,0,Null,14,4,0,35155,暂无信息,31.3339,121.545,{殷行路417弄},5.10E+14,0.282287117,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路310弄,中原,中原,27,0,Null,1028,65,12,39801,暂无信息,31.3353,121.546,{殷行路310弄},5.01E+12,0.282255484,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路307弄,中原,中原,39,1.7,Null,256,14,35,43154,上海海富置业有限公司,31.3342,121.545,{殷行路307弄},5.01E+12,0.282293918,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路305弄,中原,中原,58,2.28,Null,1159,55,38,36871,中行申同置业,31.3342,121.547,{殷行路305弄},5.01E+12,0.282273927,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路303号,中原,中原,Null,0,板楼,1,2,0,35669,暂无信息,31.3342,121.546,{殷行路303号},5.10E+14,0.282308135,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路301弄,中原,中原,20,0,Null,491,23,0,40601,暂无信息,31.3342,121.547,{殷行路301弄},5.01E+12,0.282268066,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路296弄,中原,中原,20,1.7,Null,130,13,30,39681,暂无信息,31.3345,121.546,{殷行路296弄},5.01E+12,0.282248479,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路280弄,中原,中原,33,1.8,Null,339,23,32,38887,上海卫百辛（集团）有限公司,31.3344,121.547,{殷行路280弄},5.01E+12,0.282270316,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路25弄,中原,中原,27,0,Null,1,2,0,32385,暂无信息,31.3336,121.551,{殷行路25弄},5.01E+12,0.282274803,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路255号,中原,中原,Null,0,Null,7,2,0,Null,暂无信息,31.3342,121.547,{殷行路255号},5.10E+14,Null,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路250弄,中原,中原,27,2.4,Null,790,53,40,38932,一达房产经营有限公司,31.3344,121.548,{殷行路250弄1-57号},5.01E+12,0.282268275,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路247号,中原,中原,35,0,Null,7,2,0,34073,暂无信息,31.3342,121.548,{殷行路247号},5.10E+14,0.282279164,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路245号,中原,中原,Null,0,Null,2,2,0,34073,暂无信息,31.3341,121.548,{殷行路245号},5.10E+14,0.282279164,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路241号,中原,中原,33,0,Null,2,2,0,34073,暂无信息,31.3341,121.549,{殷行路241号},5.10E+14,0.282279164,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路235号,中原,中原,35,0,Null,24,2,0,40256,暂无信息,31.3341,121.55,{殷行路235号},5.01E+12,0.282261962,,,,,,,,,,,,,,,,,,,,,,,,,
殷行路150弄,中原,中原,41,0,Null,80,5,0,39780,暂无信息,31.3344,121.549,{殷行路150弄},5.01E+12,0.282260455,,,,,,,,,,,,,,,,,,,,,,,,,
殷行二村,中原,中原,35,2.3,Null,888,47,26,39398,殷行开发商,31.3312,121.548,{殷行二村},5.01E+12,0.35908522,,,,,,,,,,,,,,,,,,,,,,,,,
